Column 1,Column 2
Cordwainer,E05000013
Cornhill,E05000014
Cripplegate,E05000015
Dowgate,E05000016
Farringdon Within,E05000017
Farringdon Without,E05000018
Langbourn,E05000019
Lime Street,E05000020
Portsoken,E05000021
Queenhithe,E05000022
Tower,E05000023
Vintry,E05000024
Walbrook,E05000025
Abbey,E05000026
Alibon,E05000027
Becontree,E05000028
Chadwell Heath,E05000029
Eastbrook,E05000030
Eastbury,E05000031
Gascoigne,E05000032
Goresbrook,E05000033
Heath,E05000034
Longbridge,E05000035
Mayesbrook,E05000036
Parsloes,E05000037
River,E05000038
Thames,E05000039
Valence,E05000040
Village,E05000041
Whalebone,E05000042
Brunswick Park,E05000043
Burnt Oak,E05000044
Childs Hill,E05000045
Colindale,E05000046
Coppetts,E05000047
East Barnet,E05000048
East Finchley,E05000049
Edgware,E05000050
Finchley Church End,E05000051
Garden Suburb,E05000052
Golders Green,E05000053
Hale,E05000054
Hendon,E05000055
High Barnet,E05000056
Mill Hill,E05000057
Oakleigh,E05000058
Totteridge,E05000059
Underhill,E05000060
West Finchley,E05000061
West Hendon,E05000062
Woodhouse,E05000063
Barnehurst,E05000064
Belvedere,E05000065
Blackfen and Lamorbey,E05000066
Blendon and Penhill,E05000067
Brampton,E05000068
Christchurch,E05000069
Colyers,E05000070
Crayford,E05000071
Cray Meadows,E05000072
Danson Park,E05000073
East Wickham,E05000074
Erith,E05000075
Falconwood and Welling,E05000076
Lesnes Abbey,E05000077
Longlands,E05000078
North End,E05000079
Northumberland Heath,E05000080
St. Mary's,E05000081
St. Michael's,E05000082
Sidcup,E05000083
Thamesmead East,E05000084
Alperton,E05000085
Barnhill,E05000086
Brondesbury Park,E05000087
Dollis Hill,E05000088
Dudden Hill,E05000089
Fryent,E05000090
Harlesden,E05000091
Kensal Green,E05000092
Kenton,E05000093
Kilburn,E05000094
Mapesbury,E05000095
Northwick Park,E05000096
Preston,E05000097
Queens Park,E05000098
Queensbury,E05000099
Stonebridge,E05000100
Sudbury,E05000101
Tokyngton,E05000102
Welsh Harp,E05000103
Wembley Central,E05000104
Willesden Green,E05000105
Bickley,E05000106
Biggin Hill,E05000107
Bromley Common and Keston,E05000108
Bromley Town,E05000109
Chelsfield and Pratts Bottom,E05000110
Chislehurst,E05000111
Clock House,E05000112
Copers Cope,E05000113
Cray Valley East,E05000114
Cray Valley West,E05000115
Crystal Palace,E05000116
Darwin,E05000117
Farnborough and Crofton,E05000118
Hayes and Coney Hall,E05000119
Kelsey and Eden Park,E05000120
Mottingham and Chislehurst North,E05000121
Orpington,E05000122
Penge and Cator,E05000123
Petts Wood and Knoll,E05000124
Plaistow and Sundridge,E05000125
Shortlands,E05000126
West Wickham,E05000127
Belsize,E05000128
Bloomsbury,E05000129
Camden Town with Primrose Hill,E05000130
Cantelowes,E05000131
Fortune Green,E05000132
Frognal and Fitzjohns,E05000133
Gospel Oak,E05000134
Hampstead Town,E05000135
Haverstock,E05000136
Highgate,E05000137
Holborn and Covent Garden,E05000138
Kentish Town,E05000139
Kilburn,E05000140
King's Cross,E05000141
Regent's Park,E05000142
St. Pancras and Somers Town,E05000143
Swiss Cottage,E05000144
West Hampstead,E05000145
Addiscombe,E05000146
Ashburton,E05000147
Bensham Manor,E05000148
Broad Green,E05000149
Coulsdon East,E05000150
Coulsdon West,E05000151
Croham,E05000152
Fairfield,E05000153
Fieldway,E05000154
Heathfield,E05000155
Kenley,E05000156
New Addington,E05000157
Norbury,E05000158
Purley,E05000159
Sanderstead,E05000160
Selhurst,E05000161
Selsdon and Ballards,E05000162
Shirley,E05000163
South Norwood,E05000164
Thornton Heath,E05000165
Upper Norwood,E05000166
Waddon,E05000167
West Thornton,E05000168
Woodside,E05000169
Acton Central,E05000170
Cleveland,E05000171
Dormers Wells,E05000172
Ealing Broadway,E05000173
Ealing Common,E05000174
East Acton,E05000175
Elthorne,E05000176
Greenford Broadway,E05000177
Greenford Green,E05000178
Hanger Hill,E05000179
Hobbayne,E05000180
Lady Margaret,E05000181
Northfield,E05000182
North Greenford,E05000183
Northolt Mandeville,E05000184
Northolt West End,E05000185
Norwood Green,E05000186
Perivale,E05000187
South Acton,E05000188
Southall Broadway,E05000189
Southall Green,E05000190
Southfield,E05000191
Walpole,E05000192
Bowes,E05000193
Bush Hill Park,E05000194
Chase,E05000195
Cockfosters,E05000196
Edmonton Green,E05000197
Enfield Highway,E05000198
Enfield Lock,E05000199
Grange,E05000200
Haselbury,E05000201
Highlands,E05000202
Jubilee,E05000203
Lower Edmonton,E05000204
Palmers Green,E05000205
Ponders End,E05000206
Southbury,E05000207
Southgate,E05000208
Southgate Green,E05000209
Town,E05000210
Turkey Street,E05000211
Upper Edmonton,E05000212
Winchmore Hill,E05000213
Abbey Wood,E05000214
Blackheath Westcombe,E05000215
Charlton,E05000216
Coldharbour and New Eltham,E05000217
Eltham North,E05000218
Eltham South,E05000219
Eltham West,E05000220
Glyndon,E05000221
Greenwich West,E05000222
Kidbrooke with Hornfair,E05000223
Middle Park and Sutcliffe,E05000224
Peninsula,E05000225
Plumstead,E05000226
Shooters Hill,E05000227
Thamesmead Moorings,E05000228
Woolwich Common,E05000229
Woolwich Riverside,E05000230
Brownswood,E05000231
Cazenove,E05000232
Chatham,E05000233
Clissold,E05000234
Dalston,E05000235
De Beauvoir,E05000236
Hackney Central,E05000237
Hackney Downs,E05000238
Haggerston,E05000239
Hoxton,E05000240
King's Park,E05000241
Leabridge,E05000242
Lordship,E05000243
New River,E05000244
Queensbridge,E05000245
Springfield,E05000246
Stoke Newington Central,E05000247
Victoria,E05000248
Wick,E05000249
Addison,E05000250
Askew,E05000251
Avonmore and Brook Green,E05000252
College Park and Old Oak,E05000253
Fulham Broadway,E05000254
Fulham Reach,E05000255
Hammersmith Broadway,E05000256
Munster,E05000257
North End,E05000258
Palace Riverside,E05000259
Parsons Green and Walham,E05000260
Ravenscourt Park,E05000261
Sands End,E05000262
Shepherd's Bush Green,E05000263
Town,E05000264
Wormholt and White City,E05000265
Alexandra,E05000266
Bounds Green,E05000267
Bruce Grove,E05000268
Crouch End,E05000269
Fortis Green,E05000270
Harringay,E05000271
Highgate,E05000272
Hornsey,E05000273
Muswell Hill,E05000274
Noel Park,E05000275
Northumberland Park,E05000276
St. Ann's,E05000277
Seven Sisters,E05000278
Stroud Green,E05000279
Tottenham Green,E05000280
Tottenham Hale,E05000281
West Green,E05000282
White Hart Lane,E05000283
Woodside,E05000284
Belmont,E05000285
Canons,E05000286
Edgware,E05000287
Greenhill,E05000288
Harrow on the Hill,E05000289
Harrow Weald,E05000290
Hatch End,E05000291
Headstone North,E05000292
Headstone South,E05000293
Kenton East,E05000294
Kenton West,E05000295
Marlborough,E05000296
Pinner,E05000297
Pinner South,E05000298
Queensbury,E05000299
Rayners Lane,E05000300
Roxbourne,E05000301
Roxeth,E05000302
Stanmore Park,E05000303
Wealdstone,E05000304
West Harrow,E05000305
Brooklands,E05000306
Cranham,E05000307
Elm Park,E05000308
Emerson Park,E05000309
Gooshays,E05000310
Hacton,E05000311
Harold Wood,E05000312
Havering Park,E05000313
Heaton,E05000314
Hylands,E05000315
Mawneys,E05000316
Pettits,E05000317
Rainham and Wennington,E05000318
Romford Town,E05000319
St. Andrew's,E05000320
South Hornchurch,E05000321
Squirrel's Heath,E05000322
Upminster,E05000323
Barnhill,E05000324
Botwell,E05000325
Brunel,E05000326
Cavendish,E05000327
Charville,E05000328
Eastcote and East Ruislip,E05000329
Harefield,E05000330
Heathrow Villages,E05000331
Hillingdon East,E05000332
Ickenham,E05000333
Manor,E05000334
Northwood,E05000335
Northwood Hills,E05000336
Pinkwell,E05000337
South Ruislip,E05000338
Townfield,E05000339
Uxbridge North,E05000340
Uxbridge South,E05000341
West Drayton,E05000342
West Ruislip,E05000343
Yeading,E05000344
Yiewsley,E05000345
Bedfont,E05000346
Brentford,E05000347
Chiswick Homefields,E05000348
Chiswick Riverside,E05000349
Cranford,E05000350
Feltham North,E05000351
Feltham West,E05000352
Hanworth,E05000353
Hanworth Park,E05000354
Heston Central,E05000355
Heston East,E05000356
Heston West,E05000357
Hounslow Central,E05000358
Hounslow Heath,E05000359
Hounslow South,E05000360
Hounslow West,E05000361
Isleworth,E05000362
Osterley and Spring Grove,E05000363
Syon,E05000364
Turnham Green,E05000365
Barnsbury,E05000366
Bunhill,E05000367
Caledonian,E05000368
Canonbury,E05000369
Clerkenwell,E05000370
Finsbury Park,E05000371
Highbury East,E05000372
Highbury West,E05000373
Hillrise,E05000374
Holloway,E05000375
Junction,E05000376
Mildmay,E05000377
St. George's,E05000378
St. Mary's,E05000379
St. Peter's,E05000380
Tollington,E05000381
Abingdon,E05000382
Brompton,E05000383
Campden,E05000384
Colville,E05000385
Courtfield,E05000386
Cremorne,E05000387
Earl's Court,E05000388
Golborne,E05000389
Hans Town,E05000390
Holland,E05000391
Norland,E05000392
Notting Barns,E05000393
Pembridge,E05000394
Queen's Gate,E05000395
Redcliffe,E05000396
Royal Hospital,E05000397
St. Charles,E05000398
Stanley,E05000399
Alexandra,E05000400
Berrylands,E05000401
Beverley,E05000402
Canbury,E05000403
Chessington North and Hook,E05000404
Chessington South,E05000405
Coombe Hill,E05000406
Coombe Vale,E05000407
Grove,E05000408
Norbiton,E05000409
Old Malden,E05000410
St. James,E05000411
St. Mark's,E05000412
Surbiton Hill,E05000413
Tolworth and Hook Rise,E05000414
Tudor,E05000415
Bishop's,E05000416
Brixton Hill,E05000417
Clapham Common,E05000418
Clapham Town,E05000419
Coldharbour,E05000420
Ferndale,E05000421
Gipsy Hill,E05000422
Herne Hill,E05000423
Knight's Hill,E05000424
Larkhall,E05000425
Oval,E05000426
Prince's,E05000427
St. Leonard's,E05000428
Stockwell,E05000429
Streatham Hill,E05000430
Streatham South,E05000431
Streatham Wells,E05000432
Thornton,E05000433
Thurlow Park,E05000434
Tulse Hill,E05000435
Vassall,E05000436
Bellingham,E05000437
Blackheath,E05000438
Brockley,E05000439
Catford South,E05000440
Crofton Park,E05000441
Downham,E05000442
Evelyn,E05000443
Forest Hill,E05000444
Grove Park,E05000445
Ladywell,E05000446
Lee Green,E05000447
Lewisham Central,E05000448
New Cross,E05000449
Perry Vale,E05000450
Rushey Green,E05000451
Sydenham,E05000452
Telegraph Hill,E05000453
Whitefoot,E05000454
Abbey,E05000455
Cannon Hill,E05000456
Colliers Wood,E05000457
Cricket Green,E05000458
Dundonald,E05000459
Figge's Marsh,E05000460
Graveney,E05000461
Hillside,E05000462
Lavender Fields,E05000463
Longthornton,E05000464
Lower Morden,E05000465
Merton Park,E05000466
Pollards Hill,E05000467
Ravensbury,E05000468
Raynes Park,E05000469
St. Helier,E05000470
Trinity,E05000471
Village,E05000472
West Barnes,E05000473
Wimbledon Park,E05000474
Beckton,E05000475
Boleyn,E05000476
Canning Town North,E05000477
Canning Town South,E05000478
Custom House,E05000479
East Ham Central,E05000480
East Ham North,E05000481
East Ham South,E05000482
Forest Gate North,E05000483
Forest Gate South,E05000484
Green Street East,E05000485
Green Street West,E05000486
Little Ilford,E05000487
Manor Park,E05000488
Plaistow North,E05000489
Plaistow South,E05000490
Royal Docks,E05000491
Stratford and New Town,E05000492
Wall End,E05000493
West Ham,E05000494
Aldborough,E05000495
Barkingside,E05000496
Bridge,E05000497
Chadwell,E05000498
Church End,E05000499
Clayhall,E05000500
Clementswood,E05000501
Cranbrook,E05000502
Fairlop,E05000503
Fullwell,E05000504
Goodmayes,E05000505
Hainault,E05000506
Loxford,E05000507
Mayfield,E05000508
Monkhams,E05000509
Newbury,E05000510
Roding,E05000511
Seven Kings,E05000512
Snaresbrook,E05000513
Valentines,E05000514
Wanstead,E05000515
Barnes,E05000516
East Sheen,E05000517
Fulwell and Hampton Hill,E05000518
"Ham, Petersham and Richmond Riverside Ward",E05000519
Hampton,E05000520
Hampton North,E05000521
Hampton Wick,E05000522
Heathfield,E05000523
Kew,E05000524
Mortlake and Barnes Common,E05000525
North Richmond,E05000526
St. Margarets and North Twickenham,E05000527
South Richmond,E05000528
South Twickenham,E05000529
Teddington,E05000530
Twickenham Riverside,E05000531
West Twickenham,E05000532
Whitton,E05000533
Brunswick Park,E05000534
Camberwell Green,E05000535
Cathedrals,E05000536
Chaucer,E05000537
College,E05000538
East Dulwich,E05000539
East Walworth,E05000540
Faraday,E05000541
Grange,E05000542
Livesey,E05000543
Newington,E05000544
Nunhead,E05000545
Peckham,E05000546
Peckham Rye,E05000547
Riverside,E05000548
Rotherhithe,E05000549
South Bermondsey,E05000550
South Camberwell,E05000551
Surrey Docks,E05000552
The Lane,E05000553
Village,E05000554
Beddington North,E05000555
Beddington South,E05000556
Belmont,E05000557
Carshalton Central,E05000558
Carshalton South and Clockhouse,E05000559
Cheam,E05000560
Nonsuch,E05000561
St. Helier,E05000562
Stonecot,E05000563
Sutton Central,E05000564
Sutton North,E05000565
Sutton South,E05000566
Sutton West,E05000567
The Wrythe,E05000568
Wallington North,E05000569
Wallington South,E05000570
Wandle Valley,E05000571
Worcester Park,E05000572
Bethnal Green North,E05000573
Bethnal Green South,E05000574
Blackwall and Cubitt Town,E05000575
Bow East,E05000576
Bow West,E05000577
Bromley-by-Bow,E05000578
East India and Lansbury,E05000579
Limehouse,E05000580
Mile End and Globe Town,E05000581
Mile End East,E05000582
Millwall,E05000583
St. Dunstan's and Stepney Green,E05000584
St. Katharine's and Wapping,E05000585
Shadwell,E05000586
Spitalfields and Banglatown,E05000587
Weavers,E05000588
Whitechapel,E05000589
Cann Hall,E05000590
Cathall,E05000591
Chapel End,E05000592
Chingford Green,E05000593
Endlebury,E05000594
Forest,E05000595
Grove Green,E05000596
Hale End and Highams Park,E05000597
Hatch Lane,E05000598
High Street,E05000599
Higham Hill,E05000600
Hoe Street,E05000601
Larkswood,E05000602
Lea Bridge,E05000603
Leyton,E05000604
Leytonstone,E05000605
Markhouse,E05000606
Valley,E05000607
William Morris,E05000608
Wood Street,E05000609
Balham,E05000610
Bedford,E05000611
Earlsfield,E05000612
East Putney,E05000613
Fairfield,E05000614
Furzedown,E05000615
Graveney,E05000616
Latchmere,E05000617
Nightingale,E05000618
Northcote,E05000619
Queenstown,E05000620
Roehampton and Putney Heath,E05000621
St. Mary's Park,E05000622
Shaftesbury,E05000623
Southfields,E05000624
Thamesfield,E05000625
Tooting,E05000626
Wandsworth Common,E05000627
West Hill,E05000628
West Putney,E05000629
Abbey Road,E05000630
Bayswater,E05000631
Bryanston and Dorset Square,E05000632
Churchill,E05000633
Church Street,E05000634
Harrow Road,E05000635
Hyde Park,E05000636
Knightsbridge and Belgravia,E05000637
Lancaster Gate,E05000638
Little Venice,E05000639
Maida Vale,E05000640
Marylebone High Street,E05000641
Queen's Park,E05000642
Regent's Park,E05000643
St. James's,E05000644
Tachbrook,E05000645
Vincent Square,E05000646
Warwick,E05000647
Westbourne,E05000648
West End,E05000649
Bolton,E08000001
Bury,E08000002
Manchester,E08000003
Oldham,E08000004
Rochdale,E08000005
Salford,E08000006
Stockport,E08000007
Tameside,E08000008
Trafford,E08000009
Wigan,E08000010
Knowsley,E08000011
Liverpool,E08000012
St. Helens,E08000013
Sefton,E08000014
Wirral,E08000015
Barnsley,E08000016
Doncaster,E08000017
Rotherham,E08000018
Sheffield,E08000019
Gateshead,E08000020
Newcastle upon Tyne,E08000021
North Tyneside,E08000022
South Tyneside,E08000023
Sunderland,E08000024
Birmingham,E08000025
Coventry,E08000026
Dudley,E08000027
Sandwell,E08000028
Solihull,E08000029
Walsall,E08000030
City of Wolverhampton,E08000031
Bradford,E08000032
Calderdale,E08000033
Kirklees,E08000034
Leeds,E08000035
Wakefield,E08000036
Astley Bridge,E05000650
Bradshaw,E05000651
Breightmet,E05000652
Bromley Cross,E05000653
Crompton,E05000654
Farnworth,E05000655
Great Lever,E05000656
Halliwell,E05000657
Harper Green,E05000658
Heaton and Lostock,E05000659
Horwich and Blackrod,E05000660
Horwich North East,E05000661
Hulton,E05000662
Kearsley,E05000663
Little Lever and Darcy Lever,E05000664
Rumworth,E05000665
Smithills,E05000666
Tonge with the Haulgh,E05000667
Westhoughton North and Chew Moor,E05000668
Westhoughton South,E05000669
Besses,E05000670
Church,E05000671
East,E05000672
Elton,E05000673
Holyrood,E05000674
Moorside,E05000675
North Manor,E05000676
Pilkington Park,E05000677
Radcliffe East,E05000678
Radcliffe North,E05000679
Radcliffe West,E05000680
Ramsbottom,E05000681
Redvales,E05000682
St. Mary's,E05000683
Sedgley,E05000684
Tottington,E05000685
Unsworth,E05000686
Ancoats and Clayton,E05000687
Ardwick,E05000688
Baguley,E05000689
Bradford,E05000690
Brooklands,E05000691
Burnage,E05000692
Charlestown,E05000693
Cheetham,E05000694
Chorlton,E05000695
Chorlton Park,E05000696
City Centre,E05000697
Crumpsall,E05000698
Didsbury East,E05000699
Didsbury West,E05000700
Fallowfield,E05000701
Gorton North,E05000702
Gorton South,E05000703
Harpurhey,E05000704
Higher Blackley,E05000705
Hulme,E05000706
Levenshulme,E05000707
Longsight,E05000708
Miles Platting and Newton Heath,E05000709
Moss Side,E05000710
Moston,E05000711
Northenden,E05000712
Old Moat,E05000713
Rusholme,E05000714
Sharston,E05000715
Whalley Range,E05000716
Withington,E05000717
Woodhouse Park,E05000718
Alexandra,E05000719
Chadderton Central,E05000720
Chadderton North,E05000721
Chadderton South,E05000722
Coldhurst,E05000723
Crompton,E05000724
Failsworth East,E05000725
Failsworth West,E05000726
Hollinwood,E05000727
Medlock Vale,E05000728
Royton North,E05000729
Royton South,E05000730
Saddleworth North,E05000731
Saddleworth South,E05000732
Saddleworth West and Lees,E05000733
St. James',E05000734
St. Mary's,E05000735
Shaw,E05000736
Waterhead,E05000737
Werneth,E05000738
Balderstone and Kirkholt,E05000739
Bamford,E05000740
Castleton,E05000741
Central Rochdale,E05000742
East Middleton,E05000743
Healey,E05000744
Hopwood Hall,E05000745
Kingsway,E05000746
Littleborough Lakeside,E05000747
Milkstone and Deeplish,E05000748
Milnrow and Newhey,E05000749
Norden,E05000750
North Heywood,E05000751
North Middleton,E05000752
Smallbridge and Firgrove,E05000753
South Middleton,E05000754
Spotland and Falinge,E05000755
Wardle and West Littleborough,E05000756
West Heywood,E05000757
West Middleton,E05000758
Barton,E05000759
Boothstown and Ellenbrook,E05000760
Broughton,E05000761
Cadishead,E05000762
Claremont,E05000763
Eccles,E05000764
Irlam,E05000765
Irwell Riverside,E05000766
Kersal,E05000767
Langworthy,E05000768
Little Hulton,E05000769
Ordsall,E05000770
Pendlebury,E05000771
Swinton North,E05000772
Swinton South,E05000773
Walkden North,E05000774
Walkden South,E05000775
Weaste and Seedley,E05000776
Winton,E05000777
Worsley,E05000778
Bramhall North,E05000779
Bramhall South,E05000780
Bredbury and Woodley,E05000781
Bredbury Green and Romiley,E05000782
Brinnington and Central,E05000783
Cheadle and Gatley,E05000784
Cheadle Hulme North,E05000785
Cheadle Hulme South,E05000786
Davenport and Cale Green,E05000787
Edgeley and Cheadle Heath,E05000788
Hazel Grove,E05000789
Heald Green,E05000790
Heatons North,E05000791
Heatons South,E05000792
Manor,E05000793
Marple North,E05000794
Marple South,E05000795
Offerton,E05000796
Reddish North,E05000797
Reddish South,E05000798
Stepping Hill,E05000799
Ashton Hurst,E05000800
Ashton St. Michael's,E05000801
Ashton Waterloo,E05000802
Audenshaw,E05000803
Denton North East,E05000804
Denton South,E05000805
Denton West,E05000806
Droylsden East,E05000807
Droylsden West,E05000808
Dukinfield,E05000809
Dukinfield Stalybridge,E05000810
Hyde Godley,E05000811
Hyde Newton,E05000812
Hyde Werneth,E05000813
Longdendale,E05000814
Mossley,E05000815
St. Peter's,E05000816
Stalybridge North,E05000817
Stalybridge South,E05000818
Altrincham,E05000819
Ashton upon Mersey,E05000820
Bowdon,E05000821
Broadheath,E05000822
Brooklands,E05000823
Bucklow-St. Martins,E05000824
Clifford,E05000825
Davyhulme East,E05000826
Davyhulme West,E05000827
Flixton,E05000828
Gorse Hill,E05000829
Hale Barns,E05000830
Hale Central,E05000831
Longford,E05000832
Priory,E05000833
St. Mary's,E05000834
Sale Moor,E05000835
Stretford,E05000836
Timperley,E05000837
Urmston,E05000838
Village,E05000839
Abram,E05000840
Ashton,E05000841
Aspull New Springs Whelley,E05000842
Astley Mosley Common,E05000843
Atherleigh,E05000844
Atherton,E05000845
Bryn,E05000846
Douglas,E05000847
Golborne and Lowton West,E05000848
Hindley,E05000849
Hindley Green,E05000850
Ince,E05000851
Leigh East,E05000852
Leigh South,E05000853
Leigh West,E05000854
Lowton East,E05000855
Orrell,E05000856
Pemberton,E05000857
Shevington with Lower Ground,E05000858
Standish with Langtree,E05000859
Tyldesley,E05000860
Wigan Central,E05000861
Wigan West,E05000862
Winstanley,E05000863
Worsley Mesnes,E05000864
Cherryfield,E05000865
Halewood North,E05000866
Halewood South,E05000867
Halewood West,E05000868
Kirkby Central,E05000869
Longview,E05000870
Northwood,E05000871
Page Moss,E05000872
Park,E05000873
Prescot East,E05000874
Prescot West,E05000875
Roby,E05000876
St. Bartholomews,E05000877
St. Gabriels,E05000878
St. Michaels,E05000879
Shevington,E05000880
Stockbridge,E05000881
Swanside,E05000882
Whiston North,E05000883
Whiston South,E05000884
Whitefield,E05000885
Allerton and Hunts Cross,E05000886
Anfield,E05000887
Belle Vale,E05000888
Central,E05000889
Childwall,E05000890
Church,E05000891
Clubmoor,E05000892
County,E05000893
Cressington,E05000894
Croxteth,E05000895
Everton,E05000896
Fazakerley,E05000897
Greenbank,E05000898
Kensington and Fairfield,E05000899
Kirkdale,E05000900
Knotty Ash,E05000901
Mossley Hill,E05000902
Norris Green,E05000903
Old Swan,E05000904
Picton,E05000905
Princes Park,E05000906
Riverside,E05000907
St. Michael's,E05000908
Speke-Garston,E05000909
Tuebrook and Stoneycroft,E05000910
Warbreck,E05000911
Wavertree,E05000912
West Derby,E05000913
Woolton,E05000914
Yew Tree,E05000915
Billinge and Seneley Green,E05000916
Blackbrook,E05000917
Bold,E05000918
Earlestown,E05000919
Eccleston,E05000920
Haydock,E05000921
Moss Bank,E05000922
Newton,E05000923
Parr,E05000924
Rainford,E05000925
Rainhill,E05000926
Sutton,E05000927
Thatto Heath,E05000928
Town Centre,E05000929
West Park,E05000930
Windle,E05000931
Ainsdale,E05000932
Birkdale,E05000933
Blundellsands,E05000934
Cambridge,E05000935
Church,E05000936
Derby,E05000937
Duke's,E05000938
Ford,E05000939
Harington,E05000940
Kew,E05000941
Linacre,E05000942
Litherland,E05000943
Manor,E05000944
Meols,E05000945
Molyneux,E05000946
Netherton and Orrell,E05000947
Norwood,E05000948
Park,E05000949
Ravenmeols,E05000950
St. Oswald,E05000951
Sudell,E05000952
Victoria,E05000953
Bebington,E05000954
Bidston and St. James,E05000955
Birkenhead and Tranmere,E05000956
Bromborough,E05000957
Clatterbridge,E05000958
Claughton,E05000959
Eastham,E05000960
"Greasby, Frankby and Irby Ward",E05000961
Heswall,E05000962
Hoylake and Meols,E05000963
Leasowe and Moreton East,E05000964
Liscard,E05000965
Moreton West and Saughall Massie,E05000966
New Brighton,E05000967
Oxton,E05000968
Pensby and Thingwall,E05000969
Prenton,E05000970
Rock Ferry,E05000971
Seacombe,E05000972
Upton,E05000973
Wallasey,E05000974
West Kirby and Thurstaston,E05000975
Central,E05000976
Cudworth,E05000977
Darfield,E05000978
Darton East,E05000979
Darton West,E05000980
Dearne North,E05000981
Dearne South,E05000982
Dodworth,E05000983
Hoyland Milton,E05000984
Kingstone,E05000985
Monk Bretton,E05000986
North East,E05000987
Old Town,E05000988
Penistone East,E05000989
Penistone West,E05000990
Rockingham,E05000991
Royston,E05000992
St. Helens,E05000993
Stairfoot,E05000994
Wombwell,E05000995
Worsbrough,E05000996
Adwick,E05000997
Armthorpe,E05000998
Askern Spa,E05000999
Balby,E05001000
Bentley,E05001001
Bessacarr and Cantley,E05001002
Central,E05001003
Conisbrough and Denaby,E05001004
"Edenthorpe, Kirk Sandall and Barnby Dun Ward",E05001005
Edlington and Warmsworth,E05001006
Finningley,E05001007
Great North Road,E05001008
Hatfield,E05001009
Mexborough,E05001010
Rossington,E05001011
Sprotbrough,E05001012
Stainforth and Moorends,E05001013
Thorne,E05001014
Torne Valley,E05001015
Town Moor,E05001016
Wheatley,E05001017
Boston Castle,E05001019
Brinsworth and Catcliffe,E05001020
Hellaby,E05001022
Holderness,E05001023
Hoober,E05001024
Keppel,E05001025
Maltby,E05001026
Rawmarsh,E05001027
Rother Vale,E05001028
Rotherham East,E05001029
Rotherham West,E05001030
Silverwood,E05001031
Sitwell,E05001032
Swinton,E05001033
Valley,E05001034
Wales,E05001035
Wath,E05001036
Wickersley,E05001037
Wingfield,E05001038
Arbourthorne,E05001039
Beauchief and Greenhill,E05001040
Beighton,E05001041
Birley,E05001042
Broomhill,E05001043
Burngreave,E05001044
Central,E05001045
Crookes,E05001046
Darnall,E05001047
Dore and Totley,E05001048
East Ecclesfield,E05001049
Ecclesall,E05001050
Firth Park,E05001051
Fulwood,E05001052
Gleadless Valley,E05001053
Graves Park,E05001054
Hillsborough,E05001055
Manor Castle,E05001056
Mosborough,E05001057
Nether Edge,E05001058
Richmond,E05001059
Shiregreen and Brightside,E05001060
Southey,E05001061
Stannington,E05001062
Stocksbridge and Upper Don,E05001063
Walkley,E05001064
West Ecclesfield,E05001065
Woodhouse,E05001066
Birtley,E05001067
Blaydon,E05001068
Bridges,E05001069
Chopwell and Rowlands Gill,E05001070
Chowdene,E05001071
Crawcrook and Greenside,E05001072
Deckham,E05001073
Dunston and Teams,E05001074
Dunston Hill and Whickham East,E05001075
Felling,E05001076
High Fell,E05001077
Lamesley,E05001078
Lobley Hill and Bensham,E05001079
Low Fell,E05001080
Pelaw and Heworth,E05001081
"Ryton, Crookhill and Stella Ward",E05001082
Saltwell,E05001083
Wardley and Leam Lane,E05001084
Whickham North,E05001085
Whickham South and Sunniside,E05001086
Windy Nook and Whitehills,E05001087
Winlaton and High Spen,E05001088
Benwell and Scotswood,E05001089
Blakelaw,E05001090
Byker,E05001091
Castle,E05001092
Dene,E05001093
Denton,E05001094
East Gosforth,E05001095
Elswick,E05001096
Fawdon,E05001097
Fenham,E05001098
Kenton,E05001099
Lemington,E05001100
Newburn,E05001101
North Heaton,E05001102
North Jesmond,E05001103
Ouseburn,E05001104
Parklands,E05001105
South Heaton,E05001106
South Jesmond,E05001107
Walker,E05001108
Walkergate,E05001109
Westerhope,E05001110
Westgate,E05001111
West Gosforth,E05001112
Wingrove,E05001113
Woolsington,E05001114
Battle Hill,E05001115
Benton,E05001116
Camperdown,E05001117
Chirton,E05001118
Collingwood,E05001119
Cullercoats,E05001120
Howdon,E05001121
Killingworth,E05001122
Longbenton,E05001123
Monkseaton North,E05001124
Monkseaton South,E05001125
Northumberland,E05001126
Preston,E05001127
Riverside,E05001128
St. Mary's,E05001129
Tynemouth,E05001130
Valley,E05001131
Wallsend,E05001132
Weetslade,E05001133
Whitley Bay,E05001134
Beacon and Bents,E05001135
Bede,E05001136
Biddick and All Saints,E05001137
Boldon Colliery,E05001138
Cleadon and East Boldon,E05001139
Cleadon Park,E05001140
Fellgate and Hedworth,E05001141
Harton,E05001142
Hebburn North,E05001143
Hebburn South,E05001144
Horsley Hill,E05001145
Monkton,E05001146
Primrose,E05001147
Simonside and Rekendyke,E05001148
Westoe,E05001149
West Park,E05001150
Whitburn and Marsden,E05001151
Whiteleas,E05001152
Barnes,E05001153
Castle,E05001154
Copt Hill,E05001155
Doxford,E05001156
Fulwell,E05001157
Hendon,E05001158
Hetton,E05001159
Houghton,E05001160
Millfield,E05001161
Pallion,E05001162
Redhill,E05001163
Ryhope,E05001164
St. Anne's,E05001165
St. Chad's,E05001166
St. Michael's,E05001167
St. Peter's,E05001168
Sandhill,E05001169
